DATE,RNX65Q4,RNX66Q1,RNX66Q2,RNX66Q3,RNX66Q4,RNX67Q1,RNX67Q2,RNX67Q3,RNX67Q4,RNX68Q1,RNX68Q2,RNX68Q3,RNX68Q4,RNX69Q1,RNX69Q2,RNX69Q3,RNX69Q4,RNX70Q1,RNX70Q2,RNX70Q3,RNX70Q4,RNX71Q1,RNX71Q2,RNX71Q3,RNX71Q4,RNX72Q1,RNX72Q2,RNX72Q3,RNX72Q4,RNX73Q1,RNX73Q2,RNX73Q3,RNX73Q4,RNX74Q1,RNX74Q2,RNX74Q3,RNX74Q4,RNX75Q1,RNX75Q2,RNX75Q3,RNX75Q4,RNX76Q1,RNX76Q2,RNX76Q3,RNX76Q4,RNX77Q1,RNX77Q2,RNX77Q3,RNX77Q4,RNX78Q1,RNX78Q2,RNX78Q3,RNX78Q4,RNX79Q1,RNX79Q2,RNX79Q3,RNX79Q4,RNX80Q1,RNX80Q2,RNX80Q3,RNX80Q4,RNX81Q1,RNX81Q2,RNX81Q3,RNX81Q4,RNX82Q1,RNX82Q2,RNX82Q3,RNX82Q4,RNX83Q1,RNX83Q2,RNX83Q3,RNX83Q4,RNX84Q1,RNX84Q2,RNX84Q3,RNX84Q4,RNX85Q1,RNX85Q2,RNX85Q3,RNX85Q4,RNX86Q1,RNX86Q2,RNX86Q3,RNX86Q4,RNX87Q1,RNX87Q2,RNX87Q3,RNX87Q4,RNX88Q1,RNX88Q2,RNX88Q3,RNX88Q4,RNX89Q1,RNX89Q2,RNX89Q3,RNX89Q4,RNX90Q1,RNX90Q2,RNX90Q3,RNX90Q4,RNX91Q1,RNX91Q2,RNX91Q3,RNX91Q4,RNX92Q1,RNX92Q2,RNX92Q3,RNX92Q4,RNX93Q1,RNX93Q2,RNX93Q3,RNX93Q4,RNX94Q1,RNX94Q2,RNX94Q3,RNX94Q4,RNX95Q1,RNX95Q2,RNX95Q3,RNX95Q4,RNX96Q1,RNX96Q2,RNX96Q3,RNX96Q4,RNX97Q1,RNX97Q2,RNX97Q3,RNX97Q4,RNX98Q1,RNX98Q2,RNX98Q3,RNX98Q4,RNX99Q1,RNX99Q2,RNX99Q3,RNX99Q4,RNX00Q1,RNX00Q2,RNX00Q3,RNX00Q4,RNX01Q1,RNX01Q2,RNX01Q3,RNX01Q4,RNX02Q1,RNX02Q2,RNX02Q3,RNX02Q4,RNX03Q1,RNX03Q2,RNX03Q3,RNX03Q4,RNX04Q1,RNX04Q2,RNX04Q3,RNX04Q4,RNX05Q1,RNX05Q2,RNX05Q3,RNX05Q4,RNX06Q1,RNX06Q2,RNX06Q3,RNX06Q4,RNX07Q1,RNX07Q2,RNX07Q3,RNX07Q4,RNX08Q1,RNX08Q2,RNX08Q3,RNX08Q4,RNX09Q1,RNX09Q2,RNX09Q3,RNX09Q4,RNX10Q1,RNX10Q2,RNX10Q3,RNX10Q4,RNX11Q1,RNX11Q2,RNX11Q3,RNX11Q4,RNX12Q1,RNX12Q2,RNX12Q3,RNX12Q4,RNX13Q1,RNX13Q2,RNX13Q3,RNX13Q4,RNX14Q1,RNX14Q2,RNX14Q3,RNX14Q4,RNX15Q1,RNX15Q2,RNX15Q3,RNX15Q4,RNX16Q1,RNX16Q2,RNX16Q3,RNX16Q4,RNX17Q1,RNX17Q2,RNX17Q3,RNX17Q4,RNX18Q1,RNX18Q2,RNX18Q3,RNX18Q4,RNX19Q1,RNX19Q2,RNX19Q3,RNX19Q4,RNX20Q1,RNX20Q2,RNX20Q3,RNX20Q4,RNX21Q1,RNX21Q2,RNX21Q3,RNX21Q4,RNX22Q1
1950:Q2,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,#N/A,#N/A,#N/A,#N/A,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,#N/A,#N/A,#N/A,#N/A,#N/A,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,#N/A,#N/A,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-7.6,-7.6,-7.6,-7.6,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,-7.2,#N/A,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5
1950:Q3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,#N/A,#N/A,#N/A,#N/A,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,#N/A,#N/A,#N/A,#N/A,#N/A,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3,#N/A,#N/A,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-16.2,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-21,-21,-21,-21,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,-20.7,#N/A,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4,-24.4
1950:Q4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,#N/A,#N/A,#N/A,#N/A,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,#N/A,#N/A,#N/A,#N/A,#N/A,-14.2,-14.2,-14.2,-14.2,-14.2,-14.2,-14.2,-14.2,-14.2,-14.2,#N/A,#N/A,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,-14.8,-14.8,-14.8,-14.8,-14.8,-14.8,-14.8,-14.8,-16.5,-16.5,-16.5,-16.5,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,#N/A,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5,-19.5
1951:Q1,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,#N/A,#N/A,#N/A,#N/A,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,#N/A,#N/A,#N/A,#N/A,#N/A,-11.3,-11.3,-11.3,-11.3,-11.3,-11.3,-11.3,-11.3,-11.3,-11.3,#N/A,#N/A,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-10.9,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-13.4,-13.4,-13.4,-13.4,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,-12.9,#N/A,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1,-16.1
1951:Q2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,#N/A,#N/A,#N/A,#N/A,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,#N/A,#N/A,#N/A,#N/A,#N/A,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,#N/A,#N/A,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.3,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-4.3,-4.3,-4.3,-4.3,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,#N/A,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3,-6.3
1951:Q3,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,#N/A,#N/A,#N/A,#N/A,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,#N/A,#N/A,#N/A,#N/A,#N/A,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,#N/A,#N/A,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.9,3.9,3.9,3.9,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,#N/A,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
1951:Q4,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,#N/A,#N/A,#N/A,#N/A,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,#N/A,#N/A,#N/A,#N/A,#N/A,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,#N/A,#N/A,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.1,5.1,5.1,5.1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1952:Q1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,#N/A,#N/A,#N/A,#N/A,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,#N/A,#N/A,#N/A,#N/A,#N/A,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,#N/A,#N/A,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.1,1.1,1.1,1.1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,#N/A,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
1952:Q2,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,#N/A,#N/A,#N/A,#N/A,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,#N/A,#N/A,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-4.2,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-7,-7,-7,-7,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,#N/A,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1,-9.1
1952:Q3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,#N/A,#N/A,#N/A,#N/A,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,#N/A,#N/A,#N/A,#N/A,#N/A,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,-14.7,#N/A,#N/A,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-14.3,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-12.7,-15.3,-15.3,-15.3,-15.3,-15.3,-15.3,-15.3,-15.3,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-15.2,-17.1,-17.1,-17.1,-17.1,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,-16.6,#N/A,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1
1952:Q4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,-2.2,#N/A,#N/A,#N/A,#N/A,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,#N/A,#N/A,#N/A,#N/A,#N/A,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,#N/A,#N/A,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-18.2,-21.6,-21.6,-21.6,-21.6,-21.6,-21.6,-21.6,-21.6,-21.5,-21.5,-21.5,-21.5,-21.5,-21.5,-21.5,-21.5,-23.8,-23.8,-23.8,-23.8,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,-23.4,#N/A,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5,-27.5
1953:Q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,#N/A,#N/A,#N/A,#N/A,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,-6.7,#N/A,#N/A,#N/A,#N/A,#N/A,-19.9,-19.9,-19.9,-19.9,-19.9,-19.9,-19.9,-19.9,-19.9,-19.9,#N/A,#N/A,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-19.4,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-17.5,-20.6,-20.6,-20.6,-20.6,-20.6,-20.6,-20.6,-20.6,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,-20.5,-22.8,-22.8,-22.8,-22.8,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,-22.4,#N/A,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4,-26.4
