DATE,RATESAV65Q4,RATESAV66Q1,RATESAV66Q2,RATESAV66Q3,RATESAV66Q4,RATESAV67Q1,RATESAV67Q2,RATESAV67Q3,RATESAV67Q4,RATESAV68Q1,RATESAV68Q2,RATESAV68Q3,RATESAV68Q4,RATESAV69Q1,RATESAV69Q2,RATESAV69Q3,RATESAV69Q4,RATESAV70Q1,RATESAV70Q2,RATESAV70Q3,RATESAV70Q4,RATESAV71Q1,RATESAV71Q2,RATESAV71Q3,RATESAV71Q4,RATESAV72Q1,RATESAV72Q2,RATESAV72Q3,RATESAV72Q4,RATESAV73Q1,RATESAV73Q2,RATESAV73Q3,RATESAV73Q4,RATESAV74Q1,RATESAV74Q2,RATESAV74Q3,RATESAV74Q4,RATESAV75Q1,RATESAV75Q2,RATESAV75Q3,RATESAV75Q4,RATESAV76Q1,RATESAV76Q2,RATESAV76Q3,RATESAV76Q4,RATESAV77Q1,RATESAV77Q2,RATESAV77Q3,RATESAV77Q4,RATESAV78Q1,RATESAV78Q2,RATESAV78Q3,RATESAV78Q4,RATESAV79Q1,RATESAV79Q2,RATESAV79Q3,RATESAV79Q4,RATESAV80Q1,RATESAV80Q2,RATESAV80Q3,RATESAV80Q4,RATESAV81Q1,RATESAV81Q2,RATESAV81Q3,RATESAV81Q4,RATESAV82Q1,RATESAV82Q2,RATESAV82Q3,RATESAV82Q4,RATESAV83Q1,RATESAV83Q2,RATESAV83Q3,RATESAV83Q4,RATESAV84Q1,RATESAV84Q2,RATESAV84Q3,RATESAV84Q4,RATESAV85Q1,RATESAV85Q2,RATESAV85Q3,RATESAV85Q4,RATESAV86Q1,RATESAV86Q2,RATESAV86Q3,RATESAV86Q4,RATESAV87Q1,RATESAV87Q2,RATESAV87Q3,RATESAV87Q4,RATESAV88Q1,RATESAV88Q2,RATESAV88Q3,RATESAV88Q4,RATESAV89Q1,RATESAV89Q2,RATESAV89Q3,RATESAV89Q4,RATESAV90Q1,RATESAV90Q2,RATESAV90Q3,RATESAV90Q4,RATESAV91Q1,RATESAV91Q2,RATESAV91Q3,RATESAV91Q4,RATESAV92Q1,RATESAV92Q2,RATESAV92Q3,RATESAV92Q4,RATESAV93Q1,RATESAV93Q2,RATESAV93Q3,RATESAV93Q4,RATESAV94Q1,RATESAV94Q2,RATESAV94Q3,RATESAV94Q4,RATESAV95Q1,RATESAV95Q2,RATESAV95Q3,RATESAV95Q4,RATESAV96Q1,RATESAV96Q2,RATESAV96Q3,RATESAV96Q4,RATESAV97Q1,RATESAV97Q2,RATESAV97Q3,RATESAV97Q4,RATESAV98Q1,RATESAV98Q2,RATESAV98Q3,RATESAV98Q4,RATESAV99Q1,RATESAV99Q2,RATESAV99Q3,RATESAV99Q4,RATESAV00Q1,RATESAV00Q2,RATESAV00Q3,RATESAV00Q4,RATESAV01Q1,RATESAV01Q2,RATESAV01Q3,RATESAV01Q4,RATESAV02Q1,RATESAV02Q2,RATESAV02Q3,RATESAV02Q4,RATESAV03Q1,RATESAV03Q2,RATESAV03Q3,RATESAV03Q4,RATESAV04Q1,RATESAV04Q2,RATESAV04Q3,RATESAV04Q4,RATESAV05Q1,RATESAV05Q2,RATESAV05Q3,RATESAV05Q4,RATESAV06Q1,RATESAV06Q2,RATESAV06Q3,RATESAV06Q4,RATESAV07Q1,RATESAV07Q2,RATESAV07Q3,RATESAV07Q4,RATESAV08Q1,RATESAV08Q2,RATESAV08Q3,RATESAV08Q4,RATESAV09Q1,RATESAV09Q2,RATESAV09Q3,RATESAV09Q4,RATESAV10Q1,RATESAV10Q2,RATESAV10Q3,RATESAV10Q4,RATESAV11Q1,RATESAV11Q2,RATESAV11Q3,RATESAV11Q4,RATESAV12Q1,RATESAV12Q2,RATESAV12Q3,RATESAV12Q4,RATESAV13Q1,RATESAV13Q2,RATESAV13Q3,RATESAV13Q4,RATESAV14Q1,RATESAV14Q2,RATESAV14Q3,RATESAV14Q4,RATESAV15Q1,RATESAV15Q2,RATESAV15Q3,RATESAV15Q4,RATESAV16Q1,RATESAV16Q2,RATESAV16Q3,RATESAV16Q4,RATESAV17Q1,RATESAV17Q2,RATESAV17Q3,RATESAV17Q4,RATESAV18Q1,RATESAV18Q2,RATESAV18Q3,RATESAV18Q4,RATESAV19Q1,RATESAV19Q2,RATESAV19Q3,RATESAV19Q4,RATESAV20Q1,RATESAV20Q2,RATESAV20Q3,RATESAV20Q4,RATESAV21Q1,RATESAV21Q2,RATESAV21Q3,RATESAV21Q4,RATESAV22Q1
1999:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.1257,2.5481,2.5481,2.5481,2.4802,2.4802,2.4802,2.4802,2.6638,2.6638,2.6638,2.6638,2.734,2.734,2.734,2.734,2.734,2.734,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.246,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,2.9655,4.1862,4.1862,4.1862,4.1862,4.3344,4.3344,4.3344,4.3344,4.3447,4.3447,4.3447,4.3447,4.3447,4.3447,4.3447,4.3447,4.3447,4.3447,4.3447,4.3447,4.9873,4.9873,4.9873,4.9873,4.9873,4.9873,4.9873,4.9873,4.9507,4.9507,4.9507,4.9507,4.8449,4.8449,4.8449
1999:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.1197,2.0911,2.0911,1.8171,1.8171,1.8171,1.8171,2.1182,2.1182,2.1182,2.1182,2.0074,2.0074,2.0074,2.0074,2.0074,2.0074,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,1.7143,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,2.4341,3.6854,3.6854,3.6854,3.6854,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,3.8899,4.554,4.554,4.554,4.554,4.554,4.554,4.554,4.554,4.5395,4.5395,4.5395,4.5395,4.5261,4.5261,4.5261
1999:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.9271,1.8088,1.4908,1.4908,1.4908,1.4908,1.4428,1.4428,1.4428,1.4428,1.9087,1.9087,1.9087,1.9087,1.9087,1.9087,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,1.8945,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,2.5656,3.7527,3.7527,3.7527,3.7527,3.8891,3.8891,3.8891,3.8891,3.9019,3.9019,3.9019,3.9019,3.9019,3.9019,3.9019,3.9019,3.9019,3.9019,3.9019,3.9019,4.5978,4.5978,4.5978,4.5978,4.5978,4.5978,4.5978,4.5978,4.5425,4.5425,4.5425,4.5425,4.3826,4.3826,4.3826
2000:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.6525,0.1602,0.1602,0.1602,0.1602,0.78,0.78,0.78,0.78,2.5793,2.5793,2.5793,2.5793,2.5793,2.5793,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,2.4252,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,3.0649,4.1154,4.1154,4.1154,4.1154,4.2536,4.2536,4.2536,4.2536,4.2909,4.2909,4.2909,4.2909,4.2909,4.2909,4.2909,4.2909,4.2909,4.2909,4.2909,4.2909,4.9155,4.9155,4.9155,4.9155,4.9155,4.9155,4.9155,4.9155,4.8934,4.8934,4.8934,4.8934,4.5849,4.5849,4.5849
2000:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2326,0.2958,0.2958,0.2958,1.2597,1.2597,1.2597,1.2597,2.932,2.932,2.932,2.932,2.932,2.932,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,2.3988,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,3.1111,4.1662,4.1662,4.1662,4.1662,4.2737,4.2737,4.2737,4.2737,4.2819,4.2819,4.2819,4.2819,4.2819,4.2819,4.2819,4.2819,4.2819,4.2819,4.2819,4.2819,4.9677,4.9677,4.9677,4.9677,4.9677,4.9677,4.9677,4.9677,4.9405,4.9405,4.9405,4.9405,4.7771,4.7771,4.7771
2000:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.2171,-0.196,-0.196,0.7696,0.7696,0.7696,0.7696,2.9423,2.9423,2.9423,2.9423,2.9423,2.9423,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,2.6162,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,3.0943,4.1929,4.1929,4.1929,4.1929,4.3199,4.3199,4.3199,4.3199,4.3159,4.3159,4.3159,4.3159,4.3159,4.3159,4.3159,4.3159,4.3159,4.3159,4.3159,4.3159,4.9818,4.9818,4.9818,4.9818,4.9818,4.9818,4.9818,4.9818,4.9644,4.9644,4.9644,4.9644,4.9539,4.9539,4.9539
2000:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.8142,-0.7281,1.039,1.039,1.039,1.039,2.861,2.861,2.861,2.861,2.861,2.861,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,1.9318,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,3.6387,3.6387,3.6387,3.6387,3.7634,3.7634,3.7634,3.7634,3.7501,3.7501,3.7501,3.7501,3.7501,3.7501,3.7501,3.7501,3.7501,3.7501,3.7501,3.7501,4.4659,4.4659,4.4659,4.4659,4.4659,4.4659,4.4659,4.4659,4.4157,4.4157,4.4157,4.4157,4.6279,4.6279,4.6279
2001:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.0349,1.0802,1.0802,1.0802,1.0802,2.3738,2.3738,2.3738,2.3738,2.3738,2.3738,1.9249,1.9249,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,2.7535,4.1519,4.1519,4.1519,4.1519,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.2159,4.9999,4.9999,4.9999,4.9999,4.9999,4.9999,4.9999,4.9999,4.9765,4.9765,4.9765,4.9765,5.09,5.09,5.09
2001:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.1871,1.1069,1.1069,1.1069,1.9292,1.9292,1.9292,1.9292,1.9292,1.9292,1.0743,1.0743,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,1.1974,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,2.1368,3.8327,3.8327,3.8327,3.8327,3.9095,3.9095,3.9095,3.9095,3.9199,3.9199,3.9199,3.9199,3.9199,3.9199,3.9199,3.9199,3.9199,3.9199,3.9199,3.9199,4.6426,4.6426,4.6426,4.6426,4.6426,4.6426,4.6426,4.6426,4.6089,4.6089,4.6089,4.6089,4.683,4.683,4.683
2001:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.7822,3.7656,3.7656,4.0164,4.0164,4.0164,4.0164,4.0164,4.0164,2.77,2.77,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,3.4318,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,4.1564,5.7562,5.7562,5.7562,5.7562,5.807,5.807,5.807,5.807,5.8045,5.8045,5.8045,5.8045,5.8045,5.8045,5.8045,5.8045,5.8045,5.8045,5.8045,5.8045,6.4789,6.4789,6.4789,6.4789,6.4789,6.4789,6.4789,6.4789,6.4586,6.4586,6.4586,6.4586,6.4209,6.4209,6.4209
