DATE,NCON65Q4,NCON66Q1,NCON66Q2,NCON66Q3,NCON66Q4,NCON67Q1,NCON67Q2,NCON67Q3,NCON67Q4,NCON68Q1,NCON68Q2,NCON68Q3,NCON68Q4,NCON69Q1,NCON69Q2,NCON69Q3,NCON69Q4,NCON70Q1,NCON70Q2,NCON70Q3,NCON70Q4,NCON71Q1,NCON71Q2,NCON71Q3,NCON71Q4,NCON72Q1,NCON72Q2,NCON72Q3,NCON72Q4,NCON73Q1,NCON73Q2,NCON73Q3,NCON73Q4,NCON74Q1,NCON74Q2,NCON74Q3,NCON74Q4,NCON75Q1,NCON75Q2,NCON75Q3,NCON75Q4,NCON76Q1,NCON76Q2,NCON76Q3,NCON76Q4,NCON77Q1,NCON77Q2,NCON77Q3,NCON77Q4,NCON78Q1,NCON78Q2,NCON78Q3,NCON78Q4,NCON79Q1,NCON79Q2,NCON79Q3,NCON79Q4,NCON80Q1,NCON80Q2,NCON80Q3,NCON80Q4,NCON81Q1,NCON81Q2,NCON81Q3,NCON81Q4,NCON82Q1,NCON82Q2,NCON82Q3,NCON82Q4,NCON83Q1,NCON83Q2,NCON83Q3,NCON83Q4,NCON84Q1,NCON84Q2,NCON84Q3,NCON84Q4,NCON85Q1,NCON85Q2,NCON85Q3,NCON85Q4,NCON86Q1,NCON86Q2,NCON86Q3,NCON86Q4,NCON87Q1,NCON87Q2,NCON87Q3,NCON87Q4,NCON88Q1,NCON88Q2,NCON88Q3,NCON88Q4,NCON89Q1,NCON89Q2,NCON89Q3,NCON89Q4,NCON90Q1,NCON90Q2,NCON90Q3,NCON90Q4,NCON91Q1,NCON91Q2,NCON91Q3,NCON91Q4,NCON92Q1,NCON92Q2,NCON92Q3,NCON92Q4,NCON93Q1,NCON93Q2,NCON93Q3,NCON93Q4,NCON94Q1,NCON94Q2,NCON94Q3,NCON94Q4,NCON95Q1,NCON95Q2,NCON95Q3,NCON95Q4,NCON96Q1,NCON96Q2,NCON96Q3,NCON96Q4,NCON97Q1,NCON97Q2,NCON97Q3,NCON97Q4,NCON98Q1,NCON98Q2,NCON98Q3,NCON98Q4,NCON99Q1,NCON99Q2,NCON99Q3,NCON99Q4,NCON00Q1,NCON00Q2,NCON00Q3,NCON00Q4,NCON01Q1,NCON01Q2,NCON01Q3,NCON01Q4,NCON02Q1,NCON02Q2,NCON02Q3,NCON02Q4,NCON03Q1,NCON03Q2,NCON03Q3,NCON03Q4,NCON04Q1,NCON04Q2,NCON04Q3,NCON04Q4,NCON05Q1,NCON05Q2,NCON05Q3,NCON05Q4,NCON06Q1,NCON06Q2,NCON06Q3,NCON06Q4,NCON07Q1,NCON07Q2,NCON07Q3,NCON07Q4,NCON08Q1,NCON08Q2,NCON08Q3,NCON08Q4,NCON09Q1,NCON09Q2,NCON09Q3,NCON09Q4,NCON10Q1,NCON10Q2,NCON10Q3,NCON10Q4,NCON11Q1,NCON11Q2,NCON11Q3,NCON11Q4,NCON12Q1,NCON12Q2,NCON12Q3,NCON12Q4,NCON13Q1,NCON13Q2,NCON13Q3,NCON13Q4,NCON14Q1,NCON14Q2,NCON14Q3,NCON14Q4,NCON15Q1,NCON15Q2,NCON15Q3,NCON15Q4,NCON16Q1,NCON16Q2,NCON16Q3,NCON16Q4,NCON17Q1,NCON17Q2,NCON17Q3,NCON17Q4,NCON18Q1,NCON18Q2,NCON18Q3,NCON18Q4,NCON19Q1,NCON19Q2,NCON19Q3,NCON19Q4,NCON20Q1,NCON20Q2,NCON20Q3,NCON20Q4,NCON21Q1,NCON21Q2,NCON21Q3,NCON21Q4,NCON22Q1
1965:Q3,432.2,432.5,432.5,435,435,435,435,436.4,436.4,436.4,436.4,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,436.3,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.7,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,443.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,#N/A,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,447.2,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.6,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,446.4,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8
1965:Q4,#N/A,440.1,441,445.2,445.2,445.2,445.2,447.8,447.8,447.8,447.8,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,447.4,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.1,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,446.3,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,457.4,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,461.5,#N/A,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,461.3,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,460.4,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7
1966:Q1,#N/A,#N/A,452.6,455.6,455.6,455.6,455.6,458.2,458.2,458.2,458.2,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,457.8,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,455.9,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,456.2,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,467.7,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,#N/A,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471.8,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.8,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1,470.1
1966:Q2,#N/A,#N/A,#N/A,458.9,460.1,460.1,460.1,461.6,461.6,461.6,461.6,461.1,461.1,461.1,461.1,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,461.9,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.3,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,460.6,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,472.7,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,476.8,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,#N/A,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,476.1,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.9,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2,475.2
1966:Q3,#N/A,#N/A,#N/A,#N/A,470,469.9,469.9,470.1,470.1,470.1,470.1,469.3,469.3,469.3,469.3,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,471.2,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.1,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,469.4,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,481.7,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.1,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,486.4,#N/A,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,486.2,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485.3,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3,484.3
1966:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,474.4,474.1,473.8,473.8,473.8,473.8,473.7,473.7,473.7,473.7,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,474.5,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,473.9,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,474.2,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,486.9,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,491.7,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,#N/A,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,491.1,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1,490.1
1967:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,482.2,480.2,480.2,480.2,480.2,480.9,480.9,480.9,480.9,480.9,480.9,480.9,480.9,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,480.7,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.6,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,478.7,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,491.4,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.6,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,496.8,#N/A,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.4,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,495.1,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3,494.3
1967:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,488.9,489.7,489.7,489.7,490.3,490.3,490.3,490.3,489.8,489.8,489.8,489.8,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,489.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.6,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,487.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,500.5,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,506.2,#N/A,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,505.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,504.2,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5,503.5
1967:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,495.8,495.3,495.3,495.5,495.5,495.5,495.5,495.7,495.7,495.7,495.7,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,495.5,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494.2,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,507.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.5,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,513.7,#N/A,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,512.7,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.8,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,511.4,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7,510.7
1967:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,501.4,501.8,502.2,502.2,502.2,502.2,502.6,502.6,502.6,502.6,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,501.1,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,500.8,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,514.7,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,521.2,#N/A,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,520.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,519.4,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.9,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2,518.2
1968:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,517.8,519.4,519.4,519.4,519.4,520.6,520.6,520.6,520.6,519.7,519.7,519.7,519.7,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,517.6,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,539.5,#N/A,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,538.1,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,537.3,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.9,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3,536.3
1968:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,527.1,527.9,527.9,527.9,530.3,530.3,530.3,530.3,529.1,529.1,529.1,529.1,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,528.5,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,530.2,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,545.8,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,552.6,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,553.2,#N/A,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.9,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.2,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,551.1,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550.6,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550
1968:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,541.3,541.1,541.1,544.9,544.9,544.9,544.9,543.8,543.8,543.8,543.8,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,545.7,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,561.6,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,568.3,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,569.1,#N/A,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.4,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,567.3,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.7,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1,566.1
